"table","primary_key","column","old_value","new_value","reason","evidence_type","evidence_source"
"results","1131|840","time","","+10.234","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1131|848","time","","+15.866","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1131|852","time","","+13.145","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1131|855","time","","+44.882","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1131|858","time","","+6.309","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1132|815","time","","+18.005","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1132|817","time","","+9.937","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1132|822","time","","+41.821","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1132|839","time","","+10.682","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1132|844","time","","+40.473","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1132|855","time","","+54.476","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|807","time","","+33.184","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|817","time","","+17.924","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|822","time","","+45.409","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|825","time","","+45.302","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|839","time","","+1:00.929","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|848","time","","+36.769","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|855","time","","+1:03.598","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1133|858","time","","+52.591","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1134|1","time","+0.526","1:19:57.566","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|4","time","+49.963","+49.437","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|807","time","+1:28.833","+1:28.307","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|815","time","+43.195","+42.669","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|817","time","+54.926","+54.400","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|822","time","+1:10.638","+1:10.112","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|825","time","+1:06.631","+1:06.105","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|830","time","+9.226","+8.700","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|832","time","+19.795","+19.269","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|839","time","+52.552","+52.026","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|840","time","+1:03.011","+1:02.485","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|842","time","+1:04.365","+1:03.839","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|844","time","+8.549","+8.023","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|846","time","+9.850","+9.324","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|847","time","1:19:57.040","","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|848","time","+1:03.651","+1:03.125","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|852","time","+1:16.737","+1:16.211","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|857","time","+1.173","+0.647","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|858","time","+1:26.057","+1:25.531","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1135|4","time","","+13.533","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|807","time","","+19.214","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|817","time","","+21.067","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|822","time","","+3.248","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|825","time","","+1:05.707","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|839","time","","+46.878","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|840","time","","+25.712","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|842","time","","+8.604","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|848","time","","+40.711","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|852","time","","+1:05.146","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|855","time","","+36.019","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|858","time","","+1:04.539","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|807","time","","+30.870","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|822","time","","+27.211","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|839","time","","+12.659","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|840","time","","+43.508","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|842","time","","+18.344","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|855","time","","+40.055","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1137|822","time","","+25.395","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1137|839","time","","+21.344","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|4","time","","+0.873","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|807","time","","+3.140","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|815","time","","+4.624","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|817","time","","+1:29.796","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|822","time","","+57.829","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|839","time","","+44.005","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|840","time","","+47.571","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|842","time","","+59.059","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|852","time","","+8.792","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|855","time","","+57.220","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|861","time","","+6.284","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|4","time","","+1.726","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|822","time","","+34.333","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|839","time","","+42.112","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|840","time","","+16.983","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|848","time","","+18.092","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|852","time","","+8.212","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|855","time","","+49.240","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|807","time","","+2.720","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|815","time","","+1:13.284","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|822","time","","+42.227","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|839","time","","+39.663","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|840","time","","+25.072","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|842","time","","+18.587","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|855","time","","+1:01.722","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|859","time","","+1:04.466","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|861","time","","+37.497","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1142|822","time","","+11.285","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1142|839","time","","+2.060","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1143|848","time","","+12.969","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|825","time","","+1:17.597","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|840","time","","+18.473","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|848","time","","+11.251","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|852","time","","+14.738","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|855","time","","+17.304","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|862","time","","+26.555","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
